contractor_name_type,document_display_id,document_id,document_type,document_version,effective_date,note,retirement_date,title,updated_on,updated_on_sort,url
"Palmetto GBA
(MAC - Part A, MAC - Part B)",L35974,35974,LCD,28,10/14/2021,,N/A,MolDX: MGMT Promoter Methylation Analysis,10/07/2021,20211007171052,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=35974&ver=28
"Palmetto GBA
(MAC - Part A, MAC - Part B)",L37870,37870,LCD,19,10/14/2021,,N/A,"MolDX: Inivata™, InVisionFirst®, Liquid Biopsy for Patients with Lung Cancer",10/06/2021,20211006091445,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=37870&ver=19
"Palmetto GBA
(MAC - Part B)",L33455,33455,LCD,31,09/09/2021,,N/A,Wireless Gastrointestinal Motility Monitoring Systems,09/03/2021,20210903085254,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=33455&ver=31
"Palmetto GBA
(MAC - Part B)",L34537,34537,LCD,45,09/09/2021,,N/A,Vestibular Function Testing,09/03/2021,20210903085217,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=34537&ver=45
"Novitas Solutions, Inc.
(MAC - Part A, MAC - Part B)",L35091,35091,LCD,103,07/11/2021,,N/A,Cataract Extraction (including Complex Cataract Surgery),09/03/2021,20210903081656,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=35091&ver=103
"First Coast Service Options, Inc.
(MAC - Part A, MAC - Part B)",L38926,38926,LCD,23,07/11/2021,,N/A,Cataract Extraction (including Complex Cataract Surgery),09/03/2021,20210903081012,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=38926&ver=23
"Palmetto GBA
(MAC - Part A, MAC - Part B)",L34431,34431,LCD,60,08/12/2021,,N/A,Scanning Computerized Ophthalmic Diagnostic Imaging (SCODI),08/02/2021,20210802150220,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=34431&ver=60
"Palmetto GBA
(MAC - Part A, MAC - Part B)",L37779,37779,LCD,16,07/29/2021,,N/A,Intraoperative Radiation Therapy,07/23/2021,20210723095638,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=37779&ver=16
"Palmetto GBA
(MAC - Part A, MAC - Part B)",L33428,33428,LCD,53,07/29/2021,,N/A,Cosmetic and Reconstructive Surgery,07/23/2021,20210723095557,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=33428&ver=53
"Palmetto GBA
(MAC - Part A)",L34430,34430,LCD,46,07/22/2021,,N/A,Respiratory Therapy (Respiratory Care),07/16/2021,20210716085956,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=34430&ver=46
"Palmetto GBA
(MAC - Part A, MAC - Part B)",L34426,34426,LCD,55,07/15/2021,,N/A,Ophthalmic Angiography (Fluorescein and Indocyanine Green),07/06/2021,20210706103239,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=34426&ver=55
"First Coast Service Options, Inc.
(MAC - Part A)",L33975,33975,LCD,25,01/01/2021,,N/A,Psychiatric Inpatient Hospitalization,07/02/2021,20210702093855,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=33975&ver=25
"CGS Administrators, LLC
(DME MAC)

Noridian Healthcare Solutions, LLC
(DME MAC)",L33611,33611,LCD,25,08/08/2021,,N/A,Oral Appliances for Obstructive Sleep Apnea,06/18/2021,20210618114824,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=33611&ver=25
"Palmetto GBA
(MAC - Part B)",L33446,33446,LCD,47,06/24/2021,,N/A,Respiratory Therapy and Oximetry Services,06/18/2021,20210618105802,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=33446&ver=47
"First Coast Service Options, Inc.
(MAC - Part A, MAC - Part B)",L33261,33261,LCD,40,07/11/2021,,N/A,Allergy Testing,05/21/2021,20210521102214,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=33261&ver=40
"Novitas Solutions, Inc.
(MAC - Part A, MAC - Part B)",L36241,36241,LCD,98,07/11/2021,,N/A,Allergy Testing,05/21/2021,20210521102128,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=36241&ver=98
"Novitas Solutions, Inc.
(MAC - Part A, MAC - Part B)",L35130,35130,LCD,66,07/11/2021,,N/A,Percutaneous Vertebral Augmentation (PVA) for Vertebral Compression Fracture (VCF),05/21/2021,20210521085305,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=35130&ver=66
"First Coast Service Options, Inc.
(MAC - Part A, MAC - Part B)",L34976,34976,LCD,34,07/11/2021,,N/A,Percutaneous Vertebral Augmentation (PVA) for Vertebral Compression Fracture (VCF),05/21/2021,20210521085215,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=34976&ver=34
"Novitas Solutions, Inc.
(MAC - Part B)",L38916,38916,LCD,8,07/11/2021,,N/A,Respiratory Pathogen Panel Testing,05/21/2021,20210521083120,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=38916&ver=8
"First Coast Service Options, Inc.
(MAC - Part B)",L38918,38918,LCD,8,07/11/2021,,N/A,Respiratory Pathogen Panel Testing,05/21/2021,20210521083046,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=38918&ver=8
"Palmetto GBA
(MAC - Part A, MAC - Part B)",L34411,34411,LCD,46,05/20/2021,,N/A,"Blepharoplasty, Eyelid Surgery, and Brow Lift",05/14/2021,20210514080817,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=34411&ver=46
"Palmetto GBA
(MAC - Part A, MAC - Part B)",L37264,37264,LCD,21,07/04/2021,,N/A,MolDX: EndoPredict Breast Cancer Gene Expression Test,05/13/2021,20210513172112,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=37264&ver=21
"Novitas Solutions, Inc.
(MAC - Part A, MAC - Part B)",L35022,35022,LCD,67,05/13/2021,,N/A,Bariatric Surgical Management of Morbid Obesity,05/07/2021,20210507080912,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=35022&ver=67
"Palmetto GBA
(MAC - Part A, MAC - Part B)",L37632,37632,LCD,26,05/13/2021,,N/A,Spinal Cord Stimulators for Chronic Pain,05/04/2021,20210504094038,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=37632&ver=26
"Palmetto GBA
(MAC - Part A, MAC - Part B)",L36125,36125,LCD,40,04/22/2021,,N/A,MolDX: Breast Cancer Assay: Prosigna®,04/15/2021,20210415164538,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=36125&ver=40
"Palmetto GBA
(MAC - Part B)",L33417,33417,LCD,40,04/15/2021,,N/A,Allergy Skin Testing,04/05/2021,20210405154121,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=33417&ver=40
"CGS Administrators, LLC
(DME MAC)

Noridian Healthcare Solutions, LLC
(DME MAC)",L33642,33642,LCD,26,05/01/2021,,N/A,Pressure Reducing Support Surfaces - Group 2,03/12/2021,20210312092715,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=33642&ver=26
"CGS Administrators, LLC
(DME MAC)

Noridian Healthcare Solutions, LLC
(DME MAC)",L33830,33830,LCD,22,05/01/2021,,N/A,Pressure Reducing Support Surfaces - Group 1,03/12/2021,20210312092636,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=33830&ver=22
"CGS Administrators, LLC
(DME MAC)

Noridian Healthcare Solutions, LLC
(DME MAC)",L33692,33692,LCD,21,05/01/2021,,N/A,Pressure Reducing Support Surfaces - Group 3,03/11/2021,20210311124207,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=33692&ver=21
"Palmetto GBA
(MAC - Part A, MAC - Part B)",L33420,33420,LCD,41,03/04/2021,,N/A,Lab: Bladder/Urothelial Tumor Markers,02/25/2021,20210225094639,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=33420&ver=41
"First Coast Service Options, Inc.
(MAC - Part B)",L33967,33967,LCD,25,01/01/2021,,N/A,Vitamin B12 Injections,02/19/2021,20210219102600,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=33967&ver=25
"Novitas Solutions, Inc.
(MAC - Part A, MAC - Part B)",L35050,35050,LCD,55,01/01/2021,,N/A,Outpatient Sleep Studies,02/19/2021,20210219102318,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=35050&ver=55
"Palmetto GBA
(MAC - Part A, MAC - Part B)",L38755,38755,LCD,6,04/12/2021,,N/A,Colon Capsule Endoscopy (CCE),02/17/2021,20210217101954,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=38755&ver=6
"First Coast Service Options, Inc.
(MAC - Part A, MAC - Part B)",L38805,38805,LCD,7,03/28/2021,,N/A,Colon Capsule Endoscopy (CCE),02/05/2021,20210205100401,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=38805&ver=7
"Novitas Solutions, Inc.
(MAC - Part A, MAC - Part B)",L38807,38807,LCD,7,03/28/2021,,N/A,Colon Capsule Endoscopy (CCE),02/05/2021,20210205100231,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=38807&ver=7
"First Coast Service Options, Inc.
(MAC - Part A, MAC - Part B)",L33671,33671,LCD,48,03/21/2021,,N/A,Diagnostic Colonoscopy,01/29/2021,20210129140407,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=33671&ver=48
"Novitas Solutions, Inc.
(MAC - Part A, MAC - Part B)",L38812,38812,LCD,7,03/21/2021,,N/A,Diagnostic Colonoscopy,01/29/2021,20210129140320,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=38812&ver=7
"First Coast Service Options, Inc.
(MAC - Part A, MAC - Part B)",L34028,34028,LCD,16,03/21/2021,,N/A,"Blepharoplasty, Blepharoptosis Repair and Surgical Procedures of the Brow",01/29/2021,20210129110240,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=34028&ver=16
"Novitas Solutions, Inc.
(MAC - Part A, MAC - Part B)",L35004,35004,LCD,23,03/21/2021,,N/A,"Blepharoplasty, Blepharoptosis Repair and Surgical Procedures of the Brow",01/29/2021,20210129110159,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=35004&ver=23
"First Coast Service Options, Inc.
(MAC - Part A, MAC - Part B)",L33609,33609,LCD,14,01/07/2021,,N/A,Autonomic Function Tests,12/31/2020,20201231105433,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=33609&ver=14
"First Coast Service Options, Inc.
(MAC - Part A, MAC - Part B)",L38231,38231,LCD,19,12/27/2020,,N/A,Endovenous Stenting,11/13/2020,20201113140812,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=38231&ver=19
"Novitas Solutions, Inc.
(MAC - Part A, MAC - Part B)",L37893,37893,LCD,30,12/27/2020,,N/A,Endovenous Stenting,11/06/2020,20201106075416,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=37893&ver=30
"First Coast Service Options, Inc.
(MAC - Part A, MAC - Part B)",L38720,38720,LCD,6,12/27/2020,,N/A,Treatment of Chronic Venous Insufficiency of the Lower Extremities,11/06/2020,20201106070458,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=38720&ver=6
"Novitas Solutions, Inc.
(MAC - Part A, MAC - Part B)",L34924,34924,LCD,79,12/27/2020,,N/A,Treatment of Chronic Venous Insufficiency of the Lower Extremities,11/06/2020,20201106070223,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=34924&ver=79
"First Coast Service Options, Inc.
(MAC - Part A, MAC - Part B)",L33771,33771,LCD,42,10/29/2020,,N/A,"Vitamin D; 25 hydroxy, includes fraction(s), if performed",10/23/2020,20201023074842,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=33771&ver=42
"CGS Administrators, LLC
(DME MAC)

Noridian Healthcare Solutions, LLC
(DME MAC)",L33793,33793,LCD,20,10/01/2020,,N/A,Refractive Lenses,10/09/2020,20201009103909,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=33793&ver=20
"Novitas Solutions, Inc.
(MAC - Part A, MAC - Part B)",L34833,34833,LCD,94,08/13/2020,,N/A,Cardiac Rhythm Device Evaluation,08/07/2020,20200807081643,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=34833&ver=94
"Novitas Solutions, Inc.
(MAC - Part A, MAC - Part B)",L35070,35070,LCD,76,08/13/2020,,N/A,Speech - Language Pathology (SLP) Services: Communication Disorders,08/06/2020,20200806123338,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=35070&ver=76
"Palmetto GBA
(MAC - Part A)",L37633,37633,LCD,26,08/06/2020,,N/A,Partial Hospitalization Programs,08/03/2020,20200803142341,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=37633&ver=26
"First Coast Service Options, Inc.
(MAC - Part A, MAC - Part B)",L34520,34520,LCD,32,07/01/2020,,N/A,Psychological and Neuropsychological Tests,06/19/2020,20200619190603,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=34520&ver=32
"First Coast Service Options, Inc.
(MAC - Part A, MAC - Part B)",L34372,34372,LCD,22,07/01/2020,,N/A,Magnetic Resonance Angiography (MRA),06/19/2020,20200619190318,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=34372&ver=22
"First Coast Service Options, Inc.
(MAC - Part A, MAC - Part B)",L33405,33405,LCD,25,07/01/2020,,N/A,Polysomnography and Sleep Testing,06/19/2020,20200619185732,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=33405&ver=25
"First Coast Service Options, Inc.
(MAC - Part A, MAC - Part B)",L33252,33252,LCD,29,07/01/2020,,N/A,Psychiatric Diagnostic Evaluation and Psychotherapy Services,06/19/2020,20200619185207,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=33252&ver=29
"Novitas Solutions, Inc.
(MAC - Part A, MAC - Part B)",L34914,34914,LCD,68,07/01/2020,,N/A,Assays for Vitamins and Metabolic Function,06/19/2020,20200619095654,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=34914&ver=68
"Novitas Solutions, Inc.
(MAC - Part A, MAC - Part B)",L34865,34865,LCD,72,07/01/2020,,N/A,Magnetic Resonance Angiography (MRA),06/19/2020,20200619065649,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=34865&ver=72
"First Coast Service Options, Inc.
(MAC - Part A, MAC - Part B)",L38506,38506,LCD,3,07/12/2020,,N/A,Magnetic-Resonance-Guided Focused Ultrasound Surgery (MRgFUS) for Essential Tremor,05/22/2020,20200522090846,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=38506&ver=3
"Novitas Solutions, Inc.
(MAC - Part A, MAC - Part B)",L38495,38495,LCD,7,07/12/2020,,N/A,Magnetic-Resonance-Guided Focused Ultrasound Surgery (MRgFUS) for Essential Tremor,05/21/2020,20200521134124,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=38495&ver=7
"CGS Administrators, LLC
(DME MAC)

Noridian Healthcare Solutions, LLC
(DME MAC)",L33369,33369,LCD,26,01/01/2020,,N/A,Therapeutic Shoes for Persons with Diabetes,02/28/2020,20200228150320,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=33369&ver=26
"CGS Administrators, LLC
(DME MAC)

Noridian Healthcare Solutions, LLC
(DME MAC)",L33790,33790,LCD,20,01/01/2020,,N/A,Spinal Orthoses: TLSO and LSO,02/28/2020,20200228143739,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=33790&ver=20
"CGS Administrators, LLC
(DME MAC)

Noridian Healthcare Solutions, LLC
(DME MAC)",L34821,34821,LCD,21,01/01/2020,,N/A,Transcutaneous Electrical Joint Stimulation Devices (TEJSD),02/21/2020,20200221141945,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=34821&ver=21
"CGS Administrators, LLC
(DME MAC)

Noridian Healthcare Solutions, LLC
(DME MAC)",L34823,34823,LCD,27,01/01/2020,,N/A,Tumor Treatment Field Therapy (TTFT),02/21/2020,20200221093748,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=34823&ver=27
"CGS Administrators, LLC
(DME MAC)

Noridian Healthcare Solutions, LLC
(DME MAC)",L33788,33788,LCD,15,01/01/2020,,N/A,Manual Wheelchair Bases,02/14/2020,20200214144757,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=33788&ver=15
"CGS Administrators, LLC
(DME MAC)

Noridian Healthcare Solutions, LLC
(DME MAC)",L33791,33791,LCD,15,01/01/2020,,N/A,Walkers,02/14/2020,20200214143603,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=33791&ver=15
"CGS Administrators, LLC
(DME MAC)

Noridian Healthcare Solutions, LLC
(DME MAC)",L33786,33786,LCD,16,01/01/2020,,N/A,Intrapulmonary Percussive Ventilation System,02/14/2020,20200214122633,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=33786&ver=16
"CGS Administrators, LLC
(DME MAC)

Noridian Healthcare Solutions, LLC
(DME MAC)",L33784,33784,LCD,21,01/01/2020,,N/A,Heating Pads and Heat Lamps,02/14/2020,20200214122442,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=33784&ver=21
"CGS Administrators, LLC
(DME MAC)

Noridian Healthcare Solutions, LLC
(DME MAC)",L33799,33799,LCD,15,01/01/2020,,N/A,Patient Lifts,02/14/2020,20200214120049,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=33799&ver=15
"CGS Administrators, LLC
(DME MAC)

Noridian Healthcare Solutions, LLC
(DME MAC)",L33641,33641,LCD,21,01/01/2020,,N/A,Orthopedic Footwear,02/14/2020,20200214105628,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=33641&ver=21
"CGS Administrators, LLC
(DME MAC)

Noridian Healthcare Solutions, LLC
(DME MAC)",L33738,33738,LCD,18,01/01/2020,,N/A,Facial Prostheses,02/14/2020,20200214102012,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=33738&ver=18
"CGS Administrators, LLC
(DME MAC)

Noridian Healthcare Solutions, LLC
(DME MAC)",L33737,33737,LCD,20,01/01/2020,,N/A,Eye Prostheses,02/14/2020,20200214100648,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=33737&ver=20
"CGS Administrators, LLC
(DME MAC)

Noridian Healthcare Solutions, LLC
(DME MAC)",L33820,33820,LCD,21,01/01/2020,,N/A,Hospital Beds And Accessories,02/13/2020,20200213132906,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=33820&ver=21
"CGS Administrators, LLC
(DME MAC)

Noridian Healthcare Solutions, LLC
(DME MAC)",L33795,33795,LCD,29,01/01/2020,,N/A,Mechanical In-exsufflation Devices,02/13/2020,20200213132906,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=33795&ver=29
"CGS Administrators, LLC
(DME MAC)

Noridian Healthcare Solutions, LLC
(DME MAC)",L34824,34824,LCD,21,01/01/2020,,N/A,Vacuum Erection Devices (VED),02/13/2020,20200213102743,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=34824&ver=21
"CGS Administrators, LLC
(DME MAC)

Noridian Healthcare Solutions, LLC
(DME MAC)",L33736,33736,LCD,20,01/01/2020,,N/A,Commodes,02/13/2020,20200213102353,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=33736&ver=20
"CGS Administrators, LLC
(DME MAC)

Noridian Healthcare Solutions, LLC
(DME MAC)",L33735,33735,LCD,19,01/01/2020,,N/A,Cold Therapy,02/13/2020,20200213100716,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=33735&ver=19
"CGS Administrators, LLC
(DME MAC)

Noridian Healthcare Solutions, LLC
(DME MAC)",L33733,33733,LCD,19,01/01/2020,,N/A,Canes and Crutches,02/13/2020,20200213100355,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=33733&ver=19
"CGS Administrators, LLC
(DME MAC)

Noridian Healthcare Solutions, LLC
(DME MAC)",L33690,33690,LCD,20,01/01/2020,,N/A,Automatic External Defibrillators,02/13/2020,20200213100035,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=33690&ver=20
"CGS Administrators, LLC
(DME MAC)

Noridian Healthcare Solutions, LLC
(DME MAC)",L33825,33825,LCD,17,01/01/2020,,N/A,Infrared Heating Pad Systems,02/13/2020,20200213093915,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=33825&ver=17
"CGS Administrators, LLC
(DME MAC)

Noridian Healthcare Solutions, LLC
(DME MAC)",L33823,33823,LCD,26,01/01/2020,,N/A,Cervical Traction Devices,02/13/2020,20200213093914,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=33823&ver=26
"First Coast Service Options, Inc.
(MAC - Part A, MAC - Part B)",L38398,38398,LCD,6,03/15/2020,,N/A,Hypoglossal Nerve Stimulation for the Treatment of Obstructive Sleep Apnea,01/24/2020,20200124191634,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=38398&ver=6
"Novitas Solutions, Inc.
(MAC - Part A, MAC - Part B)",L38385,38385,LCD,40,03/15/2020,,N/A,Hypoglossal Nerve Stimulation for the Treatment of Obstructive Sleep Apnea,01/24/2020,20200124094944,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=38385&ver=40
"First Coast Service Options, Inc.
(MAC - Part A, MAC - Part B)",L33774,33774,LCD,15,07/11/2019,,N/A,Wireless Capsule Endoscopy,12/06/2019,20191206091822,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=33774&ver=15
